Date,PX_LAST,PX_VOLUME
10/24/2017,155.88,8194690
10/25/2017,153.5,6921137
10/26/2017,153.6,4300543
10/27/2017,153.68,4895186
10/30/2017,154.36,4210402
10/31/2017,154.06,4328258
11/1/2017,154.03,3240246
11/2/2017,153.35,3397628
11/3/2017,151.58,4431825
11/6/2017,150.84,4498871
11/7/2017,151.35,3701052
11/8/2017,151.57,4634439
11/9/2017,150.3,4776532
11/10/2017,149.16,4307276
11/13/2017,148.4,5107546
11/14/2017,148.89,3757951
11/15/2017,147.1,4773328
11/16/2017,149.12,5446453
11/17/2017,148.97,4916500
11/20/2017,150.51,5676495
11/21/2017,151.95,3756184
11/22/2017,151.77,3213596
11/24/2017,151.84,1193025
11/27/2017,151.98,3374042
11/28/2017,152.47,3973670
11/29/2017,153.55,5098702
11/30/2017,153.97,6500769
12/1/2017,154.76,5567852
12/4/2017,156.46,4664316
12/5/2017,155.35,5068043
12/6/2017,154.1,3410728
12/7/2017,153.57,3771429
12/8/2017,154.81,3520281
12/11/2017,155.41,4102719
12/12/2017,156.74,6321801
12/13/2017,153.91,5661618
12/14/2017,154,4637440
12/15/2017,152.5,11279854
12/18/2017,153.33,5092838
12/19/2017,153.23,4116449
12/20/2017,152.95,3785667
12/21/2017,151.5,4153935
12/22/2017,152.5,2990583
12/26/2017,152.83,2479017
12/27/2017,153.13,2149257
12/28/2017,154.04,2687624
12/29/2017,153.42,3327087
